AgentID,stridechain_length
Larva_108,11.0
Larva_108,5.0
Larva_108,2.0
Larva_108,56.0
Larva_108,23.0
Larva_108,26.0
Larva_108,13.0
Larva_108,4.0
Larva_108,29.0
Larva_109,1.0
Larva_109,16.0
Larva_109,1.0
Larva_109,56.0
Larva_109,19.0
Larva_109,1.0
Larva_109,1.0
Larva_109,6.0
Larva_109,6.0
Larva_109,1.0
Larva_109,17.0
Larva_109,1.0
Larva_109,10.0
Larva_109,1.0
Larva_109,1.0
Larva_109,10.0
Larva_109,4.0
Larva_109,2.0
Larva_109,5.0
Larva_109,18.0
Larva_109,30.0
Larva_109,1.0
Larva_109,6.0
Larva_109,11.0
Larva_110,26.0
Larva_110,5.0
Larva_110,26.0
Larva_110,4.0
Larva_110,12.0
Larva_110,6.0
Larva_110,9.0
Larva_110,26.0
Larva_110,3.0
Larva_110,4.0
Larva_110,2.0
Larva_110,1.0
Larva_110,7.0
Larva_110,7.0
Larva_110,5.0
Larva_110,2.0
Larva_110,18.0
Larva_110,1.0
Larva_110,8.0
Larva_110,2.0
Larva_110,1.0
Larva_110,55.0
Larva_111,52.0
Larva_111,32.0
Larva_111,96.0
Larva_111,34.0
Larva_111,17.0
Larva_111,8.0
Larva_111,3.0
Larva_112,2.0
Larva_112,14.0
Larva_112,1.0
Larva_112,1.0
Larva_112,32.0
Larva_112,2.0
Larva_112,7.0
Larva_112,53.0
Larva_112,1.0
Larva_112,21.0
Larva_112,10.0
Larva_112,29.0
Larva_112,6.0
Larva_112,2.0
Larva_112,22.0
Larva_112,3.0
Larva_112,3.0
Larva_112,10.0
Larva_114,4.0
Larva_114,15.0
Larva_114,5.0
Larva_114,4.0
Larva_114,11.0
Larva_114,10.0
Larva_114,14.0
Larva_114,3.0
Larva_114,4.0
Larva_114,5.0
Larva_114,7.0
Larva_114,15.0
Larva_114,5.0
Larva_114,5.0
Larva_114,5.0
Larva_114,26.0
Larva_114,7.0
Larva_114,10.0
Larva_114,2.0
Larva_114,1.0
Larva_114,12.0
Larva_114,8.0
Larva_114,4.0
Larva_114,2.0
Larva_114,3.0
Larva_114,1.0
Larva_115,9.0
Larva_115,4.0
Larva_115,3.0
Larva_115,6.0
Larva_115,3.0
Larva_115,5.0
Larva_115,40.0
Larva_115,8.0
Larva_115,7.0
Larva_115,9.0
Larva_115,1.0
Larva_115,1.0
Larva_115,15.0
Larva_115,6.0
Larva_115,2.0
Larva_115,1.0
Larva_115,3.0
Larva_115,4.0
Larva_115,1.0
Larva_115,8.0
Larva_115,9.0
Larva_115,1.0
Larva_115,1.0
Larva_115,1.0
Larva_115,10.0
Larva_115,8.0
Larva_115,4.0
Larva_115,7.0
Larva_115,2.0
Larva_115,10.0
Larva_115,2.0
Larva_115,4.0
Larva_115,1.0
Larva_116,11.0
Larva_116,4.0
Larva_116,2.0
Larva_116,6.0
Larva_116,4.0
Larva_116,5.0
Larva_116,12.0
Larva_116,11.0
Larva_116,6.0
Larva_116,3.0
Larva_116,3.0
Larva_116,3.0
Larva_116,9.0
Larva_116,3.0
Larva_116,4.0
Larva_116,11.0
Larva_116,2.0
Larva_116,34.0
Larva_116,5.0
Larva_116,3.0
Larva_116,1.0
Larva_116,2.0
Larva_116,1.0
Larva_116,3.0
Larva_116,11.0
Larva_116,2.0
Larva_116,3.0
Larva_116,1.0
Larva_116,4.0
Larva_116,2.0
Larva_116,6.0
Larva_116,6.0
Larva_117,1.0
Larva_117,9.0
Larva_117,3.0
Larva_117,2.0
Larva_117,2.0
Larva_117,9.0
Larva_117,41.0
Larva_117,2.0
Larva_117,23.0
Larva_117,10.0
Larva_117,6.0
Larva_117,3.0
Larva_117,1.0
Larva_117,5.0
Larva_117,16.0
Larva_117,1.0
Larva_117,2.0
Larva_117,1.0
Larva_117,6.0
Larva_117,1.0
Larva_117,16.0
Larva_117,13.0
Larva_117,30.0
Larva_118,7.0
Larva_118,30.0
Larva_118,5.0
Larva_118,1.0
Larva_118,4.0
Larva_118,39.0
Larva_118,30.0
Larva_118,10.0
Larva_118,14.0
Larva_118,10.0
Larva_118,4.0
Larva_118,7.0
Larva_118,4.0
Larva_118,25.0
Larva_118,9.0
Larva_119,2.0
Larva_119,1.0
Larva_119,7.0
Larva_119,2.0
Larva_119,1.0
Larva_119,5.0
Larva_119,32.0
Larva_119,10.0
Larva_119,6.0
Larva_119,3.0
Larva_119,10.0
Larva_119,4.0
Larva_119,4.0
Larva_119,2.0
Larva_119,22.0
Larva_119,1.0
Larva_119,23.0
Larva_119,2.0
Larva_119,10.0
Larva_119,1.0
Larva_119,52.0
Larva_119,17.0
Larva_120,16.0
Larva_120,17.0
Larva_120,38.0
Larva_120,4.0
Larva_120,3.0
Larva_120,28.0
Larva_120,2.0
Larva_120,24.0
Larva_120,1.0
Larva_120,5.0
Larva_120,14.0
Larva_120,1.0
Larva_120,1.0
Larva_120,19.0
Larva_120,33.0
Larva_121,4.0
Larva_121,10.0
Larva_121,12.0
Larva_121,4.0
Larva_121,2.0
Larva_121,2.0
Larva_121,54.0
Larva_121,2.0
Larva_121,2.0
Larva_121,2.0
Larva_121,1.0
Larva_121,1.0
Larva_121,1.0
Larva_121,5.0
Larva_121,1.0
Larva_121,1.0
Larva_121,7.0
Larva_121,4.0
Larva_121,2.0
Larva_121,3.0
Larva_121,3.0
Larva_121,4.0
Larva_121,1.0
Larva_121,4.0
Larva_121,3.0
Larva_121,1.0
Larva_121,7.0
Larva_121,1.0
Larva_121,1.0
Larva_121,7.0
Larva_121,1.0
Larva_121,2.0
Larva_121,2.0
Larva_121,8.0
Larva_122,6.0
Larva_122,29.0
Larva_122,5.0
Larva_122,44.0
Larva_122,21.0
Larva_122,17.0
Larva_122,2.0
Larva_122,27.0
Larva_122,23.0
Larva_122,25.0
Larva_122,6.0
Larva_122,20.0
Larva_125,7.0
Larva_125,24.0
Larva_125,30.0
Larva_125,18.0
Larva_125,5.0
Larva_125,7.0
Larva_125,1.0
Larva_125,1.0
Larva_125,94.0
Larva_125,30.0
Larva_125,9.0
Larva_127,3.0
Larva_127,2.0
Larva_127,6.0
Larva_127,8.0
Larva_127,3.0
Larva_127,2.0
Larva_127,2.0
Larva_127,4.0
Larva_127,1.0
Larva_127,1.0
Larva_127,2.0
Larva_127,4.0
Larva_127,4.0
Larva_127,3.0
Larva_127,15.0
Larva_127,6.0
Larva_127,4.0
Larva_127,4.0
Larva_127,5.0
Larva_127,5.0
Larva_127,2.0
Larva_127,2.0
Larva_127,13.0
Larva_127,1.0
Larva_127,4.0
Larva_127,2.0
Larva_127,3.0
Larva_127,1.0
Larva_127,3.0
Larva_127,16.0
Larva_127,2.0
Larva_127,2.0
Larva_127,1.0
Larva_127,5.0
Larva_127,15.0
Larva_127,2.0
Larva_127,3.0
Larva_127,7.0
Larva_128,16.0
Larva_128,3.0
Larva_128,8.0
Larva_128,1.0
Larva_128,69.0
Larva_128,4.0
Larva_128,2.0
Larva_128,5.0
Larva_128,4.0
Larva_128,5.0
Larva_128,1.0
Larva_128,3.0
Larva_128,2.0
Larva_128,3.0
Larva_128,9.0
Larva_128,9.0
Larva_128,15.0
Larva_128,6.0
Larva_128,7.0
Larva_128,3.0
Larva_128,2.0
Larva_128,2.0
Larva_128,11.0
Larva_128,4.0
Larva_128,5.0
Larva_128,3.0
Larva_128,5.0
Larva_128,2.0
Larva_129,2.0
Larva_129,7.0
Larva_129,3.0
Larva_129,1.0
Larva_129,7.0
Larva_129,15.0
Larva_129,16.0
Larva_129,3.0
Larva_129,5.0
Larva_129,4.0
Larva_129,8.0
Larva_129,5.0
Larva_129,4.0
Larva_129,15.0
Larva_129,9.0
Larva_129,2.0
Larva_129,5.0
Larva_129,1.0
Larva_129,9.0
Larva_129,6.0
Larva_129,7.0
Larva_129,1.0
Larva_129,8.0
Larva_129,3.0
Larva_129,1.0
Larva_129,7.0
Larva_129,2.0
Larva_129,1.0
Larva_129,1.0
Larva_129,4.0
Larva_129,14.0
Larva_129,7.0
Larva_129,1.0
Larva_129,2.0
Larva_129,3.0
Larva_129,10.0
Larva_129,3.0
Larva_129,3.0
Larva_13,53.0
Larva_13,6.0
Larva_13,8.0
Larva_13,39.0
Larva_13,4.0
Larva_13,53.0
Larva_13,20.0
Larva_13,10.0
Larva_13,13.0
Larva_13,1.0
Larva_13,2.0
Larva_13,6.0
Larva_13,2.0
Larva_13,19.0
Larva_130,1.0
Larva_130,2.0
Larva_130,2.0
Larva_130,7.0
Larva_130,7.0
Larva_130,1.0
Larva_130,6.0
Larva_130,2.0
Larva_130,6.0
Larva_130,4.0
Larva_130,3.0
Larva_130,5.0
Larva_130,64.0
Larva_130,5.0
Larva_130,3.0
Larva_130,3.0
Larva_130,1.0
Larva_130,6.0
Larva_130,15.0
Larva_130,1.0
Larva_130,5.0
Larva_130,4.0
Larva_130,2.0
Larva_130,7.0
Larva_130,1.0
Larva_130,2.0
Larva_130,7.0
Larva_130,19.0
Larva_130,25.0
Larva_132,4.0
Larva_132,2.0
Larva_132,6.0
Larva_132,2.0
Larva_132,9.0
Larva_132,13.0
Larva_132,7.0
Larva_132,9.0
Larva_132,18.0
Larva_132,1.0
Larva_132,7.0
Larva_132,4.0
Larva_132,2.0
Larva_132,5.0
Larva_132,3.0
Larva_132,8.0
Larva_132,3.0
Larva_132,4.0
Larva_132,4.0
Larva_132,17.0
Larva_132,2.0
Larva_132,8.0
Larva_132,1.0
Larva_132,32.0
Larva_132,5.0
Larva_132,2.0
Larva_133,6.0
Larva_133,1.0
Larva_133,56.0
Larva_133,12.0
Larva_133,8.0
Larva_133,6.0
Larva_133,12.0
Larva_133,4.0
Larva_133,4.0
Larva_133,1.0
Larva_133,1.0
Larva_133,3.0
Larva_133,1.0
Larva_133,2.0
Larva_133,16.0
Larva_133,1.0
Larva_133,3.0
Larva_133,19.0
Larva_133,10.0
Larva_133,1.0
Larva_133,3.0
Larva_133,6.0
Larva_133,53.0
Larva_134,2.0
Larva_134,2.0
Larva_134,1.0
Larva_134,6.0
Larva_134,13.0
Larva_134,9.0
Larva_134,2.0
Larva_134,2.0
Larva_134,6.0
Larva_134,3.0
Larva_134,5.0
Larva_134,4.0
Larva_134,2.0
Larva_134,1.0
Larva_134,6.0
Larva_134,8.0
Larva_134,2.0
Larva_134,5.0
Larva_134,1.0
Larva_134,5.0
Larva_134,8.0
Larva_134,1.0
Larva_134,14.0
Larva_134,18.0
Larva_134,18.0
Larva_134,1.0
Larva_134,4.0
Larva_134,1.0
Larva_134,2.0
Larva_134,2.0
Larva_134,2.0
Larva_134,2.0
Larva_134,2.0
Larva_134,9.0
Larva_134,12.0
Larva_134,1.0
Larva_134,13.0
Larva_134,5.0
Larva_134,3.0
Larva_135,1.0
Larva_135,1.0
Larva_135,19.0
Larva_135,1.0
Larva_135,1.0
Larva_135,1.0
Larva_135,2.0
Larva_135,5.0
Larva_135,1.0
Larva_135,4.0
Larva_135,27.0
Larva_135,5.0
Larva_135,33.0
Larva_135,17.0
Larva_135,3.0
Larva_135,6.0
Larva_135,2.0
Larva_135,4.0
Larva_135,26.0
Larva_135,8.0
Larva_135,25.0
Larva_138,1.0
Larva_138,2.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,4.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,3.0
Larva_138,3.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,5.0
Larva_138,2.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,4.0
Larva_138,1.0
Larva_138,2.0
Larva_138,1.0
Larva_138,2.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,2.0
Larva_138,3.0
Larva_138,1.0
Larva_138,1.0
Larva_138,4.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,3.0
Larva_138,1.0
Larva_138,1.0
Larva_138,2.0
Larva_138,2.0
Larva_138,2.0
Larva_138,1.0
Larva_138,3.0
Larva_138,1.0
Larva_138,1.0
Larva_138,2.0
Larva_138,1.0
Larva_138,2.0
Larva_138,1.0
Larva_138,1.0
Larva_138,1.0
Larva_138,2.0
Larva_138,3.0
Larva_138,3.0
Larva_138,4.0
Larva_139,2.0
Larva_139,1.0
Larva_139,4.0
Larva_139,4.0
Larva_139,1.0
Larva_139,31.0
Larva_139,18.0
Larva_139,7.0
Larva_139,1.0
Larva_139,4.0
Larva_139,2.0
Larva_139,2.0
Larva_139,1.0
Larva_139,6.0
Larva_139,2.0
Larva_139,1.0
Larva_139,1.0
Larva_139,4.0
Larva_139,6.0
Larva_139,16.0
Larva_139,51.0
Larva_139,1.0
Larva_139,3.0
Larva_139,5.0
Larva_139,6.0
Larva_139,3.0
Larva_139,1.0
Larva_139,2.0
Larva_139,3.0
Larva_139,2.0
Larva_139,3.0
Larva_139,8.0
Larva_139,1.0
Larva_139,5.0
Larva_139,3.0
Larva_139,1.0
Larva_139,1.0
Larva_139,3.0
Larva_139,1.0
Larva_139,1.0
Larva_14,8.0
Larva_14,44.0
Larva_14,2.0
Larva_14,3.0
Larva_14,3.0
Larva_14,4.0
Larva_14,5.0
Larva_14,10.0
Larva_14,3.0
Larva_14,18.0
Larva_14,14.0
Larva_14,14.0
Larva_14,17.0
Larva_14,1.0
Larva_14,1.0
Larva_14,1.0
Larva_14,4.0
Larva_14,5.0
Larva_14,12.0
Larva_14,11.0
Larva_14,9.0
Larva_141,2.0
Larva_141,49.0
Larva_141,8.0
Larva_141,16.0
Larva_141,1.0
Larva_141,8.0
Larva_141,2.0
Larva_141,10.0
Larva_141,18.0
Larva_141,1.0
Larva_141,8.0
Larva_141,4.0
Larva_141,14.0
Larva_141,28.0
Larva_141,7.0
Larva_141,3.0
Larva_141,2.0
Larva_141,3.0
Larva_141,10.0
Larva_141,2.0
Larva_142,1.0
Larva_142,1.0
Larva_142,3.0
Larva_142,2.0
Larva_142,1.0
Larva_142,1.0
Larva_142,2.0
Larva_142,13.0
Larva_142,4.0
Larva_142,4.0
Larva_142,1.0
Larva_142,4.0
Larva_142,2.0
Larva_142,4.0
Larva_142,9.0
Larva_142,1.0
Larva_142,3.0
Larva_142,1.0
Larva_142,5.0
Larva_142,1.0
Larva_142,31.0
Larva_142,8.0
Larva_142,1.0
Larva_142,8.0
Larva_142,2.0
Larva_142,1.0
Larva_142,10.0
Larva_142,2.0
Larva_142,1.0
Larva_142,1.0
Larva_142,5.0
Larva_142,1.0
Larva_142,14.0
Larva_142,11.0
Larva_142,11.0
Larva_142,3.0
Larva_143,1.0
Larva_143,4.0
Larva_143,3.0
Larva_143,1.0
Larva_143,3.0
Larva_143,1.0
Larva_143,6.0
Larva_143,5.0
Larva_143,1.0
Larva_143,5.0
Larva_143,1.0
Larva_143,4.0
Larva_143,2.0
Larva_143,3.0
Larva_143,1.0
Larva_143,1.0
Larva_143,4.0
Larva_143,1.0
Larva_143,1.0
Larva_143,3.0
Larva_143,1.0
Larva_143,1.0
Larva_143,1.0
Larva_143,1.0
Larva_143,2.0
Larva_143,4.0
Larva_143,1.0
Larva_143,7.0
Larva_143,1.0
Larva_143,1.0
Larva_143,2.0
Larva_143,6.0
Larva_143,2.0
Larva_143,1.0
Larva_143,6.0
Larva_143,2.0
Larva_143,7.0
Larva_143,1.0
Larva_143,1.0
Larva_143,2.0
Larva_143,6.0
Larva_143,1.0
Larva_143,1.0
Larva_143,1.0
Larva_143,3.0
Larva_143,2.0
Larva_143,5.0
Larva_143,2.0
Larva_143,5.0
Larva_143,1.0
Larva_143,2.0
Larva_143,1.0
Larva_143,1.0
Larva_143,5.0
Larva_143,5.0
Larva_143,2.0
Larva_143,2.0
Larva_143,2.0
Larva_143,1.0
Larva_143,1.0
Larva_143,1.0
Larva_144,1.0
Larva_144,9.0
Larva_144,4.0
Larva_144,5.0
Larva_144,2.0
Larva_144,1.0
Larva_144,17.0
Larva_144,1.0
Larva_144,9.0
Larva_144,2.0
Larva_144,2.0
Larva_144,2.0
Larva_144,2.0
Larva_144,3.0
Larva_144,3.0
Larva_144,3.0
Larva_144,4.0
Larva_144,1.0
Larva_144,1.0
Larva_144,3.0
Larva_144,1.0
Larva_144,3.0
Larva_144,1.0
Larva_144,1.0
Larva_144,2.0
Larva_144,1.0
Larva_144,4.0
Larva_144,16.0
Larva_144,1.0
Larva_144,7.0
Larva_144,6.0
Larva_144,5.0
Larva_144,1.0
Larva_144,9.0
Larva_144,9.0
Larva_144,8.0
Larva_144,3.0
Larva_144,3.0
Larva_144,1.0
Larva_144,3.0
Larva_144,1.0
Larva_144,5.0
Larva_144,1.0
Larva_144,1.0
Larva_144,1.0
Larva_144,3.0
Larva_144,2.0
Larva_146,4.0
Larva_146,21.0
Larva_146,10.0
Larva_146,96.0
Larva_146,77.0
Larva_146,8.0
Larva_146,12.0
Larva_146,1.0
Larva_146,7.0
Larva_146,2.0
Larva_147,27.0
Larva_147,6.0
Larva_147,18.0
Larva_147,21.0
Larva_147,28.0
Larva_147,6.0
Larva_147,27.0
Larva_147,84.0
Larva_147,1.0
Larva_149,5.0
Larva_149,3.0
Larva_149,3.0
Larva_149,6.0
Larva_149,17.0
Larva_149,2.0
Larva_149,2.0
Larva_149,7.0
Larva_149,8.0
Larva_149,3.0
Larva_149,1.0
Larva_149,25.0
Larva_149,2.0
Larva_149,1.0
Larva_149,4.0
Larva_149,1.0
Larva_149,1.0
Larva_149,10.0
Larva_149,1.0
Larva_149,4.0
Larva_149,6.0
Larva_149,5.0
Larva_149,3.0
Larva_149,8.0
Larva_149,44.0
Larva_149,11.0
Larva_149,5.0
Larva_149,1.0
Larva_149,24.0
Larva_149,1.0
Larva_149,9.0
Larva_151,28.0
Larva_151,32.0
Larva_151,2.0
Larva_151,2.0
Larva_151,6.0
Larva_151,26.0
Larva_151,1.0
Larva_151,11.0
Larva_151,6.0
Larva_151,6.0
Larva_151,2.0
Larva_151,24.0
Larva_151,4.0
Larva_151,3.0
Larva_151,6.0
Larva_151,6.0
Larva_151,1.0
Larva_151,6.0
Larva_151,3.0
Larva_151,2.0
Larva_151,7.0
Larva_151,2.0
Larva_151,1.0
Larva_151,22.0
Larva_152,3.0
Larva_152,30.0
Larva_152,1.0
Larva_152,1.0
Larva_152,13.0
Larva_152,7.0
Larva_152,5.0
Larva_152,4.0
Larva_152,17.0
Larva_152,2.0
Larva_152,3.0
Larva_152,6.0
Larva_152,7.0
Larva_152,8.0
Larva_152,1.0
Larva_152,5.0
Larva_152,7.0
Larva_152,6.0
Larva_152,8.0
Larva_152,26.0
Larva_152,1.0
Larva_152,1.0
Larva_152,1.0
Larva_152,20.0
Larva_152,6.0
Larva_152,1.0
Larva_154,1.0
Larva_154,8.0
Larva_154,2.0
Larva_154,2.0
Larva_154,2.0
Larva_154,3.0
Larva_154,1.0
Larva_154,8.0
Larva_154,12.0
Larva_154,5.0
Larva_154,2.0
Larva_154,1.0
Larva_154,4.0
Larva_154,4.0
Larva_154,22.0
Larva_154,1.0
Larva_154,2.0
Larva_154,14.0
Larva_154,1.0
Larva_154,1.0
Larva_154,1.0
Larva_154,1.0
Larva_154,4.0
Larva_154,2.0
Larva_154,8.0
Larva_154,2.0
Larva_154,2.0
Larva_154,1.0
Larva_154,9.0
Larva_154,12.0
Larva_154,1.0
Larva_154,10.0
Larva_154,11.0
Larva_154,5.0
Larva_154,9.0
Larva_154,1.0
Larva_154,1.0
Larva_156,4.0
Larva_156,28.0
Larva_156,10.0
Larva_156,12.0
Larva_156,3.0
Larva_156,6.0
Larva_156,2.0
Larva_156,18.0
Larva_156,9.0
Larva_156,1.0
Larva_156,65.0
Larva_156,10.0
Larva_156,5.0
Larva_156,19.0
Larva_156,5.0
Larva_156,7.0
Larva_156,9.0
Larva_156,6.0
Larva_156,4.0
Larva_157,2.0
Larva_157,12.0
Larva_157,2.0
Larva_157,8.0
Larva_157,2.0
Larva_157,5.0
Larva_157,1.0
Larva_157,8.0
Larva_157,18.0
Larva_157,1.0
Larva_157,2.0
Larva_157,1.0
Larva_157,4.0
Larva_157,3.0
Larva_157,1.0
Larva_157,7.0
Larva_157,6.0
Larva_157,2.0
Larva_157,2.0
Larva_157,6.0
Larva_157,20.0
Larva_157,6.0
Larva_157,4.0
Larva_157,1.0
Larva_157,1.0
Larva_157,16.0
Larva_157,6.0
Larva_157,6.0
Larva_157,2.0
Larva_157,3.0
Larva_157,6.0
Larva_157,7.0
Larva_157,1.0
Larva_157,1.0
Larva_157,2.0
Larva_157,1.0
Larva_157,1.0
Larva_157,1.0
Larva_157,9.0
Larva_159,1.0
Larva_159,2.0
Larva_159,3.0
Larva_159,10.0
Larva_159,21.0
Larva_159,11.0
Larva_159,24.0
Larva_159,1.0
Larva_159,13.0
Larva_159,5.0
Larva_159,3.0
Larva_159,4.0
Larva_159,10.0
Larva_159,13.0
Larva_159,1.0
Larva_159,3.0
Larva_159,7.0
Larva_159,21.0
Larva_159,5.0
Larva_159,6.0
Larva_159,5.0
Larva_159,2.0
Larva_159,2.0
Larva_159,7.0
Larva_159,6.0
Larva_159,5.0
Larva_159,1.0
Larva_159,8.0
Larva_16,2.0
Larva_16,1.0
Larva_16,1.0
Larva_16,1.0
Larva_16,3.0
Larva_16,4.0
Larva_16,2.0
Larva_16,2.0
Larva_16,10.0
Larva_16,9.0
Larva_16,3.0
Larva_16,1.0
Larva_16,1.0
Larva_16,11.0
Larva_16,3.0
Larva_16,3.0
Larva_16,9.0
Larva_16,3.0
Larva_16,2.0
Larva_16,1.0
Larva_16,2.0
Larva_16,6.0
Larva_16,3.0
Larva_16,8.0
Larva_16,1.0
Larva_16,10.0
Larva_16,5.0
Larva_16,2.0
Larva_16,4.0
Larva_16,3.0
Larva_16,2.0
Larva_16,1.0
Larva_16,2.0
Larva_16,1.0
Larva_16,2.0
Larva_16,1.0
Larva_16,1.0
Larva_16,1.0
Larva_16,2.0
Larva_16,1.0
Larva_16,1.0
Larva_16,4.0
Larva_16,2.0
Larva_16,2.0
Larva_16,3.0
Larva_16,1.0
Larva_160,1.0
Larva_160,2.0
Larva_160,6.0
Larva_160,1.0
Larva_160,1.0
Larva_160,7.0
Larva_160,1.0
Larva_160,1.0
Larva_160,2.0
Larva_160,18.0
Larva_160,1.0
Larva_160,2.0
Larva_160,1.0
Larva_160,1.0
Larva_160,11.0
Larva_160,6.0
Larva_160,6.0
Larva_160,1.0
Larva_160,2.0
Larva_160,9.0
Larva_160,1.0
Larva_160,1.0
Larva_160,1.0
Larva_160,3.0
Larva_160,1.0
Larva_160,1.0
Larva_160,1.0
Larva_160,13.0
Larva_160,9.0
Larva_160,37.0
Larva_160,1.0
Larva_160,1.0
Larva_160,1.0
Larva_160,4.0
Larva_160,1.0
Larva_160,1.0
Larva_160,17.0
Larva_160,1.0
Larva_160,3.0
Larva_161,18.0
Larva_161,9.0
Larva_161,4.0
Larva_161,2.0
Larva_161,2.0
Larva_161,3.0
Larva_161,4.0
Larva_161,13.0
Larva_161,2.0
Larva_161,2.0
Larva_161,5.0
Larva_161,15.0
Larva_161,1.0
Larva_161,18.0
Larva_161,4.0
Larva_161,2.0
Larva_161,3.0
Larva_161,1.0
Larva_161,11.0
Larva_161,1.0
Larva_161,6.0
Larva_161,9.0
Larva_161,3.0
Larva_161,23.0
Larva_162,1.0
Larva_162,13.0
Larva_162,1.0
Larva_162,6.0
Larva_162,12.0
Larva_162,10.0
Larva_162,34.0
Larva_162,12.0
Larva_162,6.0
Larva_162,5.0
Larva_162,4.0
Larva_162,75.0
Larva_162,8.0
Larva_162,10.0
Larva_162,53.0
Larva_163,7.0
Larva_163,10.0
Larva_163,4.0
Larva_163,36.0
Larva_163,1.0
Larva_163,27.0
Larva_163,24.0
Larva_163,9.0
Larva_163,17.0
Larva_163,11.0
Larva_163,5.0
Larva_163,20.0
Larva_163,1.0
Larva_163,7.0
Larva_163,8.0
Larva_163,4.0
Larva_163,10.0
Larva_163,12.0
Larva_163,11.0
Larva_163,18.0
Larva_163,6.0
Larva_163,1.0
Larva_164,2.0
Larva_164,5.0
Larva_164,1.0
Larva_164,3.0
Larva_164,8.0
Larva_164,2.0
Larva_164,2.0
Larva_164,1.0
Larva_164,2.0
Larva_164,1.0
Larva_164,2.0
Larva_164,5.0
Larva_164,7.0
Larva_164,4.0
Larva_164,9.0
Larva_164,5.0
Larva_164,8.0
Larva_164,4.0
Larva_164,2.0
Larva_164,1.0
Larva_164,2.0
Larva_164,2.0
Larva_164,2.0
Larva_164,2.0
Larva_164,3.0
Larva_164,4.0
Larva_164,1.0
Larva_164,1.0
Larva_164,2.0
Larva_164,7.0
Larva_164,1.0
Larva_164,1.0
Larva_164,3.0
Larva_164,2.0
Larva_164,9.0
Larva_164,12.0
Larva_164,2.0
Larva_166,3.0
Larva_166,25.0
Larva_166,43.0
Larva_166,16.0
Larva_166,2.0
Larva_166,1.0
Larva_166,32.0
